,Sample.ID,NLE.mean,ALA.mean,VAL.mean,ILE.mean,ASP.mean,PHE.mean,GLU.mean,TYR.mean,THR.mean,SER.mean,PRO.mean,GLY.mean,Year,Region,Length,Type,Age,Sex,Lifestage,Place.Holder,Lat,Long,State,locality,Species,month
111,UA_3409,14.57176392,21.07576352,24.10927078,24.23133333,17.65113882,12.78690073,24.5069883,NA,-29.38363035,10.34611905,22.88691929,20.28945077,1957,IL,NA,,,,,1,59.5,-156,AK,"Iliamna Lake, near iguigig",Harbor Seal,9
112,UA_5011,18.1403749,24.80537611,19.71768765,25.38766667,23.6812502,13.45779782,27.90186844,NA,1.640557708,11.85947619,31.3029088,17.75031437,1958,NA,NA,,,U,,1,55.05,-162.3166667,NA,,Sea Lion,3
113,UA_5260,16.3262272,23.22766747,22.35107587,24.50233333,20.94787893,13.22647417,27.00093462,NA,-6.194291364,16.64128571,30.46772155,17.91221348,1952,SC,NA,,,F,,1,60,-149.1666667,AK,,Harbor Seal,NA
114,UA_62891,18.27530145,26.97785069,25.69163115,26.22633333,23.70506376,17.74594471,29.23809443,NA,-4.287430993,21.12880952,34.93351332,14.15883979,2001,NA,NA,,,M,,1,60.86666667,-147.2,NA,Glacier Island,Sea Lion,2
115,UA_102605,16.33993539,23.85970389,26.47717373,27.256,17.99935344,13.47925374,28.77520411,NA,-16.27853915,16.60450021,11.49816988,NA,2010,NA,NA,,,U,,1,57.463614,-154.645436,NA,Grant Lagoon,Sea Lion,8
116,UA_19160,13.64819384,24.45555499,28.50781215,28.246,23.20293967,10.18490543,27.87938768,NA,-25.22771588,17.07683269,32.57049037,28.34317073,1981,BB,NA,,,F,Adult,1,56.9,-158.8,AK,,Harbor Seal,NA
117,UA_31904,13.66838297,24.73306632,28.00575396,25.73333333,20.18043047,11.77240993,26.08643261,NA,-31.50736286,9.135032948,30.81616089,26.40690244,1995,NA,NA,,,F,,1,60.9413,-146.6667,NA,Galena Bay; Ideal Beach,Sea Lion,1
118,UA_86989,14.88174626,25.18452589,24.31823192,26.20033333,23.19419598,13.40508258,28.72182585,NA,9.753774497,13.50663329,33.29783269,NA,2006,NA,3200.4,total length,adult,M,adult,1,57.596587,-152.4497222,NA,"Mayflower Beach, Kalsin Bay",Sea Lion,1
119,UA_92554,13.11596534,27.36583012,22.86198502,25.679,19.22978562,14.6459264,23.93259735,NA,-19.08973513,13.86176722,35.29984168,NA,2000,NA,NA,,,F,,1,60.88275,-147.2044328,NA,specific locality unknown,Sea Lion,10
120,UA_28934,13.53184564,26.65823248,NA,27.066,24.28056487,13.18928504,29.6012358,29.97347159,NA,17.61645076,34.10857008,21.20722869,1966,BB,NA,,,F,,1,56.91666667,-158.6833333,AK,,Harbor Seal,NA
121,UA_41617,13.83645644,24.73065814,NA,26.85566667,22.08098201,7.593517045,28.57869129,27.16404924,NA,13.82350758,31.11603409,22.44962027,1996,SE,1630,Total Length,,M,,1,55.72,-133.4166667,AK,,Harbor Seal,NA
122,UA_62894,14.70775379,26.13701705,NA,26.24066667,24.15036932,14.71929924,28.32561742,28.20090152,NA,19.02398485,36.04693182,23.0510928,2001,NA,NA,,,M,,1,60.86666667,-147.2,NA,Glacier Island,Sea Lion,2
123,UA_92555,15.63669792,26.10744271,NA,26.31,23.02745312,14.56453125,27.65407292,28.61814583,NA,15.93804167,35.04172917,21.42748437,2000,NA,NA,,,M,,1,60.88275,-147.2044328,NA,specific locality unknown,Sea Lion,10
124,UA_110281,13.55881683,26.31340924,NA,27.62666667,22.85012129,13.4734934,28.11737211,28.89222937,NA,9.690026403,32.60717904,22.00883663,2008,NA,2410,total length,adult,F,adult,1,60.004,-149.3466667,NA,0.5 mile off of Thumb Point,Sea Lion,5
125,UA_110284,13.77866832,23.61625908,NA,26.134,19.68296287,16.53243399,26.16163779,25.50879373,NA,13.08976403,31.9712071,23.73569967,2010,NA,2100,total length,adult,F,adult,1,60.085739,-149.443729,NA,"Lowell Point Road, Resurrection Bay, just north of Storm Chasers shop building.",Sea Lion,1
126,UA_110328,13.49137954,21.47967079,NA,24.98933333,18.8677104,14.62998515,26.21869142,24.81689109,NA,14.24730941,29.06596535,23.76084076,2008,IL,NA,,,,,1,59.689275,-154.2456139,AK,Iliamna Lake,Harbor Seal,3
127,UA_36262,13.21743894,24.33833086,NA,26.60233333,20.5907071,12.39260891,27.45231848,25.83946535,NA,15.63481436,31.27508746,20.92169554,1965,SE,NA,,,F,,1,55.93694444,-131.1883333,AK,,Harbor Seal,NA
128,UA_62889,14.12927558,25.41626568,NA,26.25666667,20.73363284,21.21114356,25.46367739,27.28488614,NA,14.05959241,30.46475165,25.14784488,2001,NA,NA,,,M,,1,60.86666667,-147.2,NA,Glacier Island,Sea Lion,2
129,UA_87056,22.21082011,28.13768254,-9.3835,30.03633333,25.64091005,19.3554127,31.48089418,24.79516931,NA,19.26426984,34.89022751,29.33347619,2002,BB,1460,Total Length,5,F,Adult,1,58.68666667,-160.275,AK,,Harbor Seal,NA
130,UA_37032,15.46823485,23.15237879,26.81790814,27.45933333,23.46495739,18.26983144,25.51439394,NA,-7.996216856,13.08960795,34.14689583,25.46734091,1975,NA,NA,,,F,,1,NA,NA,NA,Cordova area,Sea Lion,1
